,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
2019,ренегатский,Adj,ренегатский,negative,opinion,
2020,респектабельный,Adj,респектабельный,positive,opinion,
2021,решительный,Adj,решительный,positive,opinion,
2022,ржачный,Adj,ржачный,positive,opinion,
2023,рискованный,Adj,рискованный,negative,opinion,
2024,рисковый,Adj,рисковый,negative,opinion,"РИСК (ВОЗМОЖНОСТЬ ОПАСНОСТИ,НЕУДАЧИ)"
2025,рисковый,Adj,рисковый,negative,opinion,РИСКОВАННЫЙ
2026,риторический,Adj,риторический,positive,opinion,КРАСНОРЕЧИЕ
2027,робкий,Adj,робкий,negative,opinion,
2028,ровный,Adj,ровный,positive,opinion,
2029,родимый,Adj,родимый,positive,opinion,
2030,родной,Adj,родной,positive,opinion,"ДОРОГОЙ,МИЛЫЙ"
2031,розовый,Adj,розовый,positive,opinion,РАДУЖНЫЙ (ПРИЯТНЫЙ)
2032,роковой,Adj,роковой,negative,opinion,
2033,романтический,Adj,романтический,positive,opinion,РОМАНТИЗМ (МИРООЩУЩЕНИЕ)
2034,романтический,Adj,романтический,positive,opinion,РОМАНТИЧНЫЙ
2035,романтичный,Adj,романтичный,positive,opinion,
2036,роскошный,Adj,роскошный,positive,opinion,
2037,ругательный,Adj,ругательный,negative,opinion,
2038,русофобский,Adj,русофобский,negative,opinion,
2039,рутинный,Adj,рутинный,neutral,opinion,
2040,рыхлый,Adj,рыхлый,negative,opinion,РЫХЛЫЙ (ДРЯБЛЫЙ)
2041,рыхлый,Adj,рыхлый,neutral,opinion,"РЫХЛЫЙ (НЕПЛОТНЫЙ,РАССЫПЧАТЫЙ)"
2042,садистский,Adj,садистский,negative,opinion,
2043,садомазохистский,Adj,садомазохистский,negative,opinion,
2044,сальный,Adj,сальный,negative,opinion,"ЖИРНЫЙ,ГРЯЗНЫЙ ОТ ЖИРА"
2045,сальный,Adj,сальный,negative,opinion,НЕПРИСТОЙНЫЙ (НЕПРИЛИЧНЫЙ)
2046,самобытный,Adj,самобытный,positive,opinion,
2047,самовластный,Adj,самовластный,negative,opinion,
2048,самовлюбленный,Adj,самовлюбленный,negative,opinion,
2049,самовольный,Adj,самовольный,negative,opinion,
2050,самодовлеющий,Adj,самодовлеющий,positive,opinion,
2051,самодостаточный,Adj,самодостаточный,positive,opinion,
2052,самодурский,Adj,самодурский,negative,opinion,
2053,самонадеянный,Adj,самонадеянный,negative,opinion,
2054,самоотверженный,Adj,самоотверженный,positive,opinion,
2055,саморазрушительный,Adj,саморазрушительный,negative,opinion,
2056,самостоятельный,Adj,самостоятельный,positive,opinion,
2057,самоуверенный,Adj,самоуверенный,negative,opinion,
2058,самоуничижительный,Adj,самоуничижительный,negative,opinion,
2059,сардонический,Adj,сардонический,negative,opinion,
2060,саркастический,Adj,саркастический,negative,opinion,
2061,саркастичный,Adj,саркастичный,negative,opinion,
2062,сатанинский,Adj,сатанинский,negative,opinion,ЗВЕРСТВО (ЖЕСТОКОСТЬ)
2063,сахарный,Adj,сахарный,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
2064,сбалансированный,Adj,сбалансированный,positive,opinion,
2065,сбивчивый,Adj,сбивчивый,negative,opinion,
2066,сварливый,Adj,сварливый,negative,opinion,
2067,свеженький,Adj,свеженький,positive,opinion,СВЕЖИЙ (ЧИСТЫЙ)
2068,свеженький,Adj,свеженький,positive,opinion,"СВЕЖИЙ,НЕ УСТАВШИЙ"
2069,свеженький,Adj,свеженький,positive,opinion,СОЧНЫЙ ПО ЦВЕТУ
2070,свежий,Adj,свежий,positive,opinion,ПРОХЛАДНЫЙ (НЕ ЖАРКИЙ)
2071,свежий,Adj,свежий,positive,opinion,СВЕЖИЙ (ЧИСТЫЙ)
2072,свежий,Adj,свежий,positive,opinion,"СВЕЖИЙ,НЕ УСТАВШИЙ"
2073,свежий,Adj,свежий,positive,opinion,СОЧНЫЙ ПО ЦВЕТУ
2074,сверхактуальный,Adj,сверхактуальный,positive,opinion,
2075,сверходаренный,Adj,сверходаренный,positive,opinion,
2076,сверхпрочный,Adj,сверхпрочный,positive,opinion,
2077,сверхценный,Adj,сверхценный,positive,opinion,
2078,сверхъестественный,Adj,сверхъестественный,neutral,opinion,
2079,светленький,Adj,светленький,positive,opinion,
2080,светлый,Adj,светлый,neutral,opinion,СВЕТЛЫЙ ПО ЦВЕТУ
2081,светлый,Adj,светлый,positive,opinion,ПРОСВЕТЛЕННЫЙ (СПОКОЙНЫЙ И РАДОСТНЫЙ)
2082,светлый,Adj,светлый,positive,opinion,"СВЕТЛЫЙ (РАДОСТНЫЙ,ПРИЯТНЫЙ)"
2083,светлый,Adj,светлый,positive,opinion,"СВЕТЛЫЙ,ХОРОШО ОСВЕЩЕННЫЙ"
2084,свинский,Adj,свинский,negative,opinion,
2085,свирепый,Adj,свирепый,negative,opinion,
2086,свободный,Adj,свободный,positive,opinion,НЕПРИНУЖДЕННЫЙ
2087,свободный,Adj,свободный,positive,opinion,СВОБОДНЫЙ (НИЧЕМ НЕ СТЕСНЕННЫЙ)
2088,свободный,Adj,свободный,positive,opinion,СВОБОДНЫЙ (ПРОСТОРНЫЙ)
2089,своевольный,Adj,своевольный,negative,opinion,
2090,своенравный,Adj,своенравный,negative,opinion,
2091,своеобразный,Adj,своеобразный,neutral,opinion,СВОЕОБРАЗНЫЙ (ЧЕМ-ТО ПОХОЖИЙ)
2092,своеобразный,Adj,своеобразный,positive,opinion,"СВОЕОБРАЗНЫЙ,ОРИГИНАЛЬНЫЙ"
2093,своеобычный,Adj,своеобычный,positive,opinion,
2094,связный,Adj,связный,positive,opinion,
2095,святой,Adj,святой,positive,opinion,"СВЯТОЙ,СВЯЩЕННЫЙ"
2096,святотатственный,Adj,святотатственный,negative,opinion,
2097,священный,Adj,священный,positive,opinion,
2098,сговорчивый,Adj,сговорчивый,positive,opinion,
2099,сдержанный,Adj,сдержанный,positive,opinion,
2100,себялюбивый,Adj,себялюбивый,negative,opinion,
2101,сексапильный,Adj,сексапильный,positive,opinion,
2102,сексуальный,Adj,сексуальный,positive/negative,opinion,"СОБЛАЗНИТЕЛЬНЫЙ,СЕКСУАЛЬНЫЙ"
2103,сентиментальный,Adj,сентиментальный,positive/negative,opinion,"ЧУВСТВИТЕЛЬНЫЙ,ДУШЕЩИПАТЕЛЬНЫЙ"
2104,сентиментальный,Adj,сентиментальный,positive/negative,opinion,"ЧУВСТВИТЕЛЬНЫЙ,СЕНТИМЕНТАЛЬНЫЙ"
2105,сердечный,Adj,сердечный,positive,opinion,"ДОБРЫЙ,ДОБРОСЕРДЕЧНЫЙ"
2106,сердечный,Adj,сердечный,positive,opinion,"ДУШЕВНЫЙ (ИСКРЕННИЙ,ДРУЖЕЛЮБНЫЙ)"
2107,сердитый,Adj,сердитый,negative,opinion,
2108,серенький,Adj,серенький,negative,opinion,СЕРЫЙ (ПОСРЕДСТВЕННЫЙ)
2109,серенький,Adj,серенький,neutral,opinion,СЕРЫЙ ЦВЕТ
2110,серый,Adj,серый,negative,opinion,ЗЕМЛИСТЫЙ (СЕРОВАТО-БЛЕДНЫЙ)
2111,серый,Adj,серый,negative,opinion,СЕРЫЙ (ПОСРЕДСТВЕННЫЙ)
2112,серый,Adj,серый,neutral,opinion,СЕРЫЙ ЦВЕТ
2113,серьезный,Adj,серьезный,negative,opinion,ТЯЖЕЛЫЙ (ОПАСНЫЙ)
2114,серьезный,Adj,серьезный,positive,opinion,СЕРЬЕЗНЫЙ (ВАЖНЫЙ ПО СОДЕРЖАНИЮ)
2115,серьезный,Adj,серьезный,positive,opinion,"СЕРЬЕЗНЫЙ,СЕРЬЕЗНО НАСТРОЕННЫЙ"
2116,симпатичный,Adj,симпатичный,positive,opinion,
2117,симпотичный,Adj,симпотичный,positive,opinion,
2118,сиротский,Adj,сиротский,negative,opinion,
2119,сисястый,Adj,сисястый/сисястой,positive,opinion,
2120,скабрезный,Adj,скабрезный,negative,opinion,
2121,сказочный,Adj,сказочный,positive,opinion,"СКАЗОЧНЫЙ,ФЕЕРИЧЕСКИЙ"
2122,скандальный,Adj,скандальный,negative,opinion,СКАНДАЛЬНЫЙ ПО ХАРАКТЕРУ
2123,скаредный,Adj,скаредный,negative,opinion,
2124,сквалыжнический,Adj,сквалыжнический,negative,opinion,
2125,скверный,Adj,скверный,negative,opinion,
2126,скептический,Adj,скептический,negative,opinion,
2127,скептичный,Adj,скептичный,negative,opinion,
2128,склочный,Adj,склочный,negative,opinion,
2129,скованный,Adj,скованный,negative,opinion,
2130,скользкий,Adj,скользкий,negative,opinion,ДВУСМЫСЛЕННЫЙ (НЕПРИЛИЧНЫЙ)
2131,скопидомнический,Adj,скопидомнический,negative,opinion,
2132,скопидомский,Adj,скопидомский,negative,opinion,
2133,скорбный,Adj,скорбный,negative,opinion,
2134,скоропалительный,Adj,скоропалительный,negative,opinion,
2135,скоропреходящий,Adj,скоропреходящий,negative,opinion,
2136,скороспелый,Adj,скороспелый,negative,opinion,СКОРОПАЛИТЕЛЬНЫЙ
2137,скороспелый,Adj,скороспелый,positive,opinion,СКОРОСПЕЛЫЙ СОРТ
2138,скромнейший,Adj,скромнейший,positive,opinion,
2139,скромный,Adj,скромный,neutral,opinion,СКРОМНЫЙ (НЕБОЛЬШОЙ)
2140,скромный,Adj,скромный,positive,opinion,"НЕПРИХОТЛИВЫЙ,НЕПРИТЯЗАТЕЛЬНЫЙ"
2141,скромный,Adj,скромный,positive,opinion,"СКРОМНЫЙ,НЕХВАСТЛИВЫЙ"
2142,скрупулезный,Adj,скрупулезный,positive,opinion,
2143,скрытный,Adj,скрытный,negative,opinion,СКРЫТНЫЙ
2144,скрытый,Adj,скрытый,neutral,opinion,
2145,скряжнический,Adj,скряжнический,negative,opinion,
2146,скудный,Adj,скудный,negative,opinion,
2147,скудоумный,Adj,скудоумный,negative,opinion,
2148,скупердяйский,Adj,скупердяйский,negative,opinion,
2149,скупой,Adj,скупой,negative,opinion,
2150,скучноватый,Adj,скучноватый,negative,opinion,
2151,скучный,Adj,скучный,negative,opinion,
2152,слабенький,Adj,слабенький,negative,opinion,"БОЛЕЗНЕННЫЙ,СЛАБЫЙ ПО ЗДОРОВЬЮ"
2153,слабенький,Adj,слабенький,negative,opinion,СЛАБЫЙ ПО КАЧЕСТВУ
2154,слабенький,Adj,слабенький,neutral,opinion,"СЛАБЫЙ ПО СИЛЕ,МОЩНОСТИ"
2155,слабенький,Adj,слабенький,neutral,opinion,"СЛАБЫЙ,НЕТУГОЙ"
2156,слабоватый,Adj,слабоватый,negative,opinion,
2157,слабовольный,Adj,слабовольный,negative,opinion,
2158,слабонервный,Adj,слабонервный,negative,opinion,
2159,слаборазвитый,Adj,слаборазвитый,negative,opinion,
2160,слабосильный,Adj,слабосильный,negative,opinion,
2161,слабоумный,Adj,слабоумный,negative,opinion,
2162,слабохарактерный,Adj,слабохарактерный,negative,opinion,
2163,слабый,Adj,слабый,negative,opinion,"БОЛЕЗНЕННЫЙ,СЛАБЫЙ ПО ЗДОРОВЬЮ"
2164,слабый,Adj,слабый,negative,opinion,СЛАБОВОЛЬНЫЙ
2165,слабый,Adj,слабый,negative,opinion,СЛАБЫЙ ПО КАЧЕСТВУ
2166,слабый,Adj,слабый,neutral,opinion,"СЛАБЫЙ ПО СИЛЕ,МОЩНОСТИ"
2167,слабый,Adj,слабый,neutral,opinion,"СЛАБЫЙ,НЕТУГОЙ"
2168,славный,Adj,славный,positive,opinion,
2169,сладкий,Adj,сладкий,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
2170,сладкий,Adj,сладкий,neutral,opinion,СЛАДКИЙ ВКУС
2171,сладкий,Adj,сладкий,positive,opinion,СЛАДКИЙ (ПРИЯТНЫЙ)
2172,сладостный,Adj,сладостный,positive,opinion,
2173,сладчайший,Adj,сладчайший,positive,opinion,СЛАДКИЙ (ПРИЯТНЫЙ)
2174,слаженный,Adj,слаженный,positive,opinion,
2175,сластолюбивый,Adj,сластолюбивый,negative,opinion,
2176,слащавый,Adj,слащавый,negative,opinion,
2177,слезливый,Adj,слезливый,negative,opinion,
2178,слезный,Adj,слезный,negative,opinion,"ЖАЛОБНЫЙ (ВЫРАЖАЮЩИЙ ЖАЛОБУ,СКОРБЬ,ТОСКУ)"
2179,слепой,Adj,слепой,negative,opinion,БЕЗРАССУДНЫЙ ПОСТУПОК
2180,слепой,Adj,слепой,negative,opinion,"СЛЕПОЙ,СЛЕПО ИСПОЛНЯЮЩИЙ"
2181,сложный,Adj,сложный,negative,opinion,"СЛОЖНЫЙ (ТРУДНЫЙ,ЗАПУТАННЫЙ)"
2182,слюнтяйский,Adj,слюнтяйский,negative,opinion,
2183,слякотный,Adj,слякотный,negative,opinion,
2184,смазливый,Adj,смазливый,negative,opinion,
2185,смекалистый,Adj,смекалистый,positive,opinion,
2186,смелый,Adj,смелый,positive,opinion,
2187,смертоносный,Adj,смертоносный,negative,opinion,
2188,сметливый,Adj,сметливый,positive,opinion,
2189,смехотворный,Adj,смехотворный,negative,opinion,
2190,смешной,Adj,смешной,negative,opinion,"СМЕШНОЙ,СМЕХОТВОРНЫЙ"
2191,смешной,Adj,смешной,positive,opinion,СМЕШНОЙ (ВЫЗЫВАЮЩИЙ СМЕХ)
2192,смиренный,Adj,смиренный,positive,opinion,
2193,смирный,Adj,смирный,positive,opinion,
2194,смурной,Adj,смурной,negative,opinion,
2195,смутный,Adj,смутный,negative,opinion,
2196,смышленый,Adj,смышленый,positive,opinion,
2197,снайперский,Adj,снайперский,positive,opinion,"МЕТКИЙ,СНАЙПЕРСКИЙ"
2198,снисходительный,Adj,снисходительный,negative,opinion,СНИСХОДИТЕЛЬНЫЙ (ОБИДНО ВЫСОКОМЕРНЫЙ)
2199,снисходительный,Adj,снисходительный,positive,opinion,СНИСХОЖДЕНИЕ
2200,сногсшибательный,Adj,сногсшибательный,positive,opinion,
2201,сноровистый,Adj,сноровистый,positive,opinion,
2202,сносный,Adj,сносный,positive,opinion,
2203,соблазнительный,Adj,соблазнительный,positive,opinion,
2204,совершенный,Adj,совершенный,positive,opinion,
2205,совестливый,Adj,совестливый,positive,opinion,
2206,совковый,Adj,совковый,negative,opinion,СОВЕТСКИЙ ОБРАЗ ЖИЗНИ
2207,современный,Adj,современный,positive,opinion,СОВРЕМЕННЫЙ (ПРОГРЕССИВНЫЙ)
2208,содержательный,Adj,содержательный,positive,opinion,
2209,сознательный,Adj,сознательный,neutral,opinion,"СОЗНАТЕЛЬНЫЙ,НАМЕРЕННЫЙ"
2210,сокровенный,Adj,сокровенный,positive,opinion,
2211,сокрушенный,Adj,сокрушенный,negative,opinion,
2212,солидный,Adj,солидный,positive,opinion,
2213,солнечный,Adj,солнечный,positive,opinion,СЧАСТЛИВЫЙ (ПОЛНЫЙ СЧАСТЬЯ)
2214,сомнительный,Adj,сомнительный,negative,opinion,
2215,сонливый,Adj,сонливый,negative,opinion,
2216,сонный,Adj,сонный,negative,opinion,
2217,сообразительный,Adj,сообразительный,positive,opinion,
2218,сообщнический,Adj,сообщнический,negative,opinion,
2219,сортирный,Adj,сортирный,negative,opinion,
2220,сосредоточенный,Adj,сосредоточенный,positive,opinion,
2221,состоятельный,Adj,состоятельный,positive,opinion,
2222,сочный,Adj,сочный,positive,opinion,
2223,спасительный,Adj,спасительный,positive,opinion,
2224,спаянный,Adj,спаянный,positive,opinion,
2225,спелый,Adj,спелый,positive,opinion,
2226,спесивый,Adj,спесивый,negative,opinion,
2227,спешный,Adj,спешный,negative,opinion,ПОСПЕШНЫЙ
2228,спешный,Adj,спешный,neutral,opinion,НЕОТЛОЖНЫЙ
2229,сплоченный,Adj,сплоченный,positive,opinion,
2230,спокойный,Adj,спокойный,positive,opinion,СПОКОЙНОЕ ПОВЕДЕНИЕ
2231,спокойный,Adj,спокойный,positive,opinion,СПОКОЙНЫЙ (ИСПОЛНЕННЫЙ СПОКОЙСТВИЯ)
2232,спокойный,Adj,спокойный,positive,opinion,СПОКОЙНЫЙ (ПРИЯТНЫЙ ДЛЯ ГЛАЗ)
2233,спорный,Adj,спорный,negative,opinion,
2234,спорый,Adj,спорый,positive,opinion,
2235,справедливый,Adj,справедливый,positive,opinion,
2236,сранный,Adj,сранный,negative,opinion,
2237,сраный,Adj,сраный,negative,opinion,
2238,средненький,Adj,средненький,negative,opinion,
2239,средний,Adj,средний,negative,opinion,"ПОСРЕДСТВЕННЫЙ,СРЕДНИЙ"
2240,средний,Adj,средний,neutral,opinion,"СРЕДНИЙ ПО СВОЙСТВАМ,ПРИЗНАКАМ"
2241,ссаный,Adj,ссаный,negative,opinion,
2242,стабилизационный,Adj,стабилизационный,positive,opinion,
2243,стабильный,Adj,стабильный,positive,opinion,
2244,стальной,Adj,стальной,positive,opinion,"ТВЕРДОСТЬ,СТОЙКОСТЬ,НЕПОКОЛЕБИМОСТЬ"
2245,старательный,Adj,старательный,positive,opinion,
2246,старейший,Adj,старейший,positive,opinion,"ОПЫТНЫЙ,ОБЛАДАЮЩИЙ ОПЫТОМ"
2247,старенький,Adj,старенький,neutral,opinion,
2248,староватый,Adj,староватый,negative,opinion,
2249,старозаветный,Adj,старозаветный,negative,opinion,
2250,старомодный,Adj,старомодный,negative,opinion,
2251,старый,Adj,старый,negative,opinion,СТАРЫЙ (НЕГОДНЫЙ)
2252,старый,Adj,старый,negative,opinion,"УСТАРЕЛЫЙ,НЕСОВРЕМЕННЫЙ"
2253,старый,Adj,старый,neutral,opinion,"СТАРЫЙ,НЕНОВЫЙ"
2254,старый,Adj,старый,positive,opinion,"ОПЫТНЫЙ,ОБЛАДАЮЩИЙ ОПЫТОМ"
2255,статный,Adj,статный,positive,opinion,
2256,стервозный,Adj,стервозный,negative,opinion,
2257,стереотипный,Adj,стереотипный,negative,opinion,
2258,стертый,Adj,стертый,negative,opinion,
2259,стильный,Adj,стильный,positive,opinion,
2260,стойкий,Adj,стойкий,positive,opinion,
2261,страдальческий,Adj,страдальческий,negative,opinion,
2262,странноватый,Adj,странноватый,negative,opinion,
2263,странный,Adj,странный,neutral,opinion,
2264,страстный,Adj,страстный,positive,opinion,
2265,страшенный,Adj,страшенный,negative,opinion,СТРАШНЫЙ (ВЫЗЫВАЮЩИЙ СТРАХ)
2266,страшенный,Adj,страшенный,neutral,opinion,СТРАШНЫЙ (СИЛЬНЫЙ)
2267,страшненький,Adj,страшненький,negative,opinion,
2268,страшный,Adj,страшный,negative,opinion,СТРАШНЫЙ (ВЫЗЫВАЮЩИЙ СТРАХ)
2269,страшный,Adj,страшный,neutral,opinion,СТРАШНЫЙ (СИЛЬНЫЙ)
2270,стремительный,Adj,стремительный,positive,opinion,
2271,стремный,Adj,стремный,negative,opinion,
2272,строгий,Adj,строгий,negative,opinion,"СТРОГИЙ (СУРОВЫЙ,ЖЕСТКИЙ)"
2273,строгий,Adj,строгий,positive,opinion,СТРОГИЙ (ТРЕБОВАТЕЛЬНЫЙ)
2274,строгий,Adj,строгий,positive,opinion,ТОЧНЫЙ (ДЕЙСТВУЮЩИЙ КАК ДОЛЖНО)
2275,строжайший,Adj,строжайший,neutral,opinion,
2276,стройный,Adj,стройный,positive,opinion,
2277,строптивый,Adj,строптивый,negative,opinion,
2278,студеный,Adj,студеный,negative,opinion,
2279,стяжательский,Adj,стяжательский,negative,opinion,
2280,субъективный,Adj,субъективный,negative,opinion,
2281,сугубый,Adj,сугубый,positive/negative,opinion,
2282,судорожный,Adj,судорожный,negative,opinion,СУДОРОЖНЫЙ (РЕЗКИЙ И НЕПРОИЗВОЛЬНЫЙ)
2283,судорожный,Adj,судорожный,negative,opinion,СУДОРОЖНЫЙ (СУЕТЛИВЫЙ)
2284,суеверный,Adj,суеверный,negative,opinion,
2285,суетливый,Adj,суетливый,negative,opinion,
2286,сумасбродный,Adj,сумасбродный,negative,opinion,
2287,сумасшедший,Adj,сумасшедший,negative,opinion,
2288,суматошный,Adj,суматошный,negative,opinion,
2289,сумашедший,Adj,сумашедший,negative,opinion,
2290,сумбурный,Adj,сумбурный,negative,opinion,
2291,сумрачный,Adj,сумрачный,negative,opinion,
2292,супермодный,Adj,супермодный,positive,opinion,
2293,супер-надежный,Adj,супер-надежный,positive,opinion,
2294,суперский,Adj,суперский,positive,opinion,
2295,суперсовременный,Adj,суперсовременный,positive,opinion,
2296,суперталантливый,Adj,суперталантливый,positive,opinion,
2297,суровый,Adj,суровый,negative,opinion,
2298,сусальный,Adj,сусальный,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
2299,сутуловатый,Adj,сутуловатый,negative,opinion,
2300,сутулый,Adj,сутулый,negative,opinion,
2301,сухой,Adj,сухой,negative,opinion,"СУХОЙ (ЛИШЕННЫЙ СВЕЖЕСТИ,СОЧНОСТИ,МЯГКОСТИ)"
2302,сухой,Adj,сухой,negative,opinion,СУХОЙ В ОБРАЩЕНИИ
2303,сухой,Adj,сухой,neutral,opinion,"СУХОЙ (СКУПОЙ,ЛАКОНИЧНЫЙ)"
2304,сухой,Adj,сухой,neutral,opinion,"ХУДОЙ,НЕТОЛСТЫЙ"
2305,сухой,Adj,сухой,positive,opinion,"СУХОЙ,НЕМОКРЫЙ"
2306,сухощавый,Adj,сухощавый,neutral,opinion,
2307,счастливый,Adj,счастливый,positive,opinion,
2308,сытный,Adj,сытный,positive,opinion,
2309,сытый,Adj,сытый,positive,opinion,
2310,тактичный,Adj,тактичный,positive,opinion,
2311,талантливейший,Adj,талантливейший,positive,opinion,
2312,талантливый,Adj,талантливый,positive,opinion,
2313,твердокаменный,Adj,твердокаменный,negative,opinion,
2314,твердолобый,Adj,твердолобый,negative,opinion,
2315,твердый,Adj,твердый,neutral,opinion,"ТВЕРДЫЙ,НЕМЯГКИЙ"
2316,твердый,Adj,твердый,positive,opinion,ПРОЧНЫЙ (НЕИЗМЕННЫЙ)
2317,твердый,Adj,твердый,positive,opinion,"ТВЕРДОСТЬ,СТОЙКОСТЬ,НЕПОКОЛЕБИМОСТЬ"
2318,театральный,Adj,театральный,negative,opinion,"ТЕАТРАЛЬНЫЙ (НЕЕСТЕСТВЕННЫЙ,ПОКАЗНОЙ)"
2319,темный,Adj,темный,negative,opinion,ОТСТАЛЫЙ (СЛАБОРАЗВИТЫЙ)
2320,темный,Adj,темный,negative,opinion,ТЕМНЫЙ (НЕПОНЯТНЫЙ)
2321,темный,Adj,темный,neutral,opinion,ТЕМНЫЙ ПО ЦВЕТУ
2322,темный,Adj,темный,neutral,opinion,"ТЕМНЫЙ,ПЛОХО ОСВЕЩЕННЫЙ"
2323,тенденциозный,Adj,тенденциозный,negative,opinion,
2324,тепленький,Adj,тепленький,neutral,opinion,
2325,теплый,Adj,теплый,neutral,opinion,"ТЕПЛЫЙ,НЕХОЛОДНЫЙ"
2326,теплый,Adj,теплый,positive,opinion,ТЕПЛЫЙ ПО ЦВЕТУ
2327,теплый,Adj,теплый,positive,opinion,ХОРОШИЕ ОТНОШЕНИЯ
2328,терпеливый,Adj,терпеливый,positive,opinion,
2329,терпимый,Adj,терпимый,positive,opinion,
2330,тесноватый,Adj,тесноватый,negative,opinion,
2331,тесный,Adj,тесный,negative,opinion,"ЖАТЬ,БЫТЬ ТЕСНЫМ"
2332,тесный,Adj,тесный,negative,opinion,"ТЕСНЫЙ,НЕПРОСТОРНЫЙ"
2333,тесный,Adj,тесный,negative,opinion,"ТЕСНЫЙ,ТЕСНО РАСПОЛОЖЕННЫЙ"
2334,тесный,Adj,тесный,negative,opinion,"ТЕСНЫЙ,УЗКИЙ"
2335,тесный,Adj,тесный,positive,opinion,БЛИЗОСТЬ В ОТНОШЕНИЯХ
2336,тиранический,Adj,тиранический,negative,opinion,
2337,тиранский,Adj,тиранский,negative,opinion,
2338,тихий,Adj,тихий,neutral,opinion,"ТИХИЙ,НЕГРОМКИЙ"
2339,тихий,Adj,тихий,positive,opinion,"ТИХИЙ,НЕ ОЖИВЛЕННЫЙ"
2340,тихий,Adj,тихий,positive/negative,opinion,"СМИРНЫЙ,ТИХИЙ"
2341,токсичный,Adj,токсичный,negative,opinion,
2342,толковый,Adj,толковый,positive,opinion,
2343,толстенный,Adj,толстенный,negative,opinion,"ТОЛСТЫЙ,ТУЧНЫЙ"
2344,толстенный,Adj,толстенный,neutral,opinion,"ТОЛСТЫЙ В ОБЪЕМЕ,В ОБХВАТЕ"
2345,толстокожий,Adj,толстокожий,negative,opinion,
2346,толстопузый,Adj,толстопузый,negative,opinion,
2347,толстый,Adj,толстый,negative,opinion,"ТОЛСТЫЙ,ТУЧНЫЙ"
2348,толстый,Adj,толстый,neutral,opinion,"ТОЛСТЫЙ В ОБЪЕМЕ,В ОБХВАТЕ"
2349,тонкий,Adj,тонкий,neutral,opinion,ВЫСОКИЙ ПО ЗВУКУ
2350,тонкий,Adj,тонкий,neutral,opinion,ТОНКИЙ ПО ШИРИНЕ
2351,тонкий,Adj,тонкий,positive,opinion,"ДЕЛИКАТНЫЙ,ТАКТИЧНЫЙ"
2352,тонкий,Adj,тонкий,positive,opinion,"ОСТРЫЙ,ТОНКИЙ (ХОРОШО ВОСПРИНИМАЮЩИЙ)"
2353,тонкий,Adj,тонкий,positive,opinion,"УТОНЧЕННЫЙ,ИЗЫСКАННЫЙ"
2354,тончайший,Adj,тончайший,neutral,opinion,ТОНКИЙ ПО ШИРИНЕ
2355,тончайший,Adj,тончайший,positive,opinion,"УТОНЧЕННЫЙ,ИЗЫСКАННЫЙ"
2356,топорный,Adj,топорный,negative,opinion,ТОПОРНО ИЗГОТОВЛЕННЫЙ
2357,торгашеский,Adj,торгашеский,negative,opinion,
2358,торжественный,Adj,торжественный,positive,opinion,"ТОРЖЕСТВЕННЫЙ (ВАЖНЫЙ,ВЕЛИЧАВЫЙ,СЕРЬЕЗНЫЙ)"
2359,торопливый,Adj,торопливый,negative,opinion,
2360,точный,Adj,точный,positive,opinion,
2361,тошнотворный,Adj,тошнотворный,negative,opinion,
2362,тошный,Adj,тошный,negative,opinion,
2363,тощий,Adj,тощий,negative,opinion,
2364,трагедийный,Adj,трагедийный,negative,opinion,НЕСЧАСТЬЕ
2365,трагический,Adj,трагический,negative,opinion,ТРАГИЧНЫЙ
2366,трагичный,Adj,трагичный,negative,opinion,
2367,требовательный,Adj,требовательный,positive,opinion,
2368,трезвомыслящий,Adj,трезвомыслящий,positive,opinion,
2369,трезвый,Adj,трезвый,positive,opinion,
2370,третьестепенный,Adj,третьестепенный,negative,opinion,
2371,тривиальный,Adj,тривиальный,negative,opinion,
2372,триумфальный,Adj,триумфальный,positive,opinion,
2373,триумфаторский,Adj,триумфаторский,positive,opinion,
2374,трогательный,Adj,трогательный,positive,opinion,
2375,труднейший,Adj,труднейший,negative,opinion,
2376,трудновыполнимый,Adj,трудновыполнимый,negative,opinion,
2377,трудный,Adj,трудный,negative,opinion,
2378,трудоемкий,Adj,трудоемкий,negative,opinion,
2379,трудолюбивый,Adj,трудолюбивый,positive,opinion,
2380,трусливый,Adj,трусливый,negative,opinion,
2381,трусоватый,Adj,трусоватый,negative,opinion,
2382,туманный,Adj,туманный,negative,opinion,РАСПЛЫВЧАТЫЙ (НЕЯСНЫЙ)
2383,туманный,Adj,туманный,negative,opinion,РАСПЛЫВЧАТЫЙ ПО ФОРМЕ
2384,тупейший,Adj,тупейший,negative,opinion,
2385,тупиковый,Adj,тупиковый,negative,opinion,БЕЗВЫХОДНОЕ ПОЛОЖЕНИЕ
2386,туповатый,Adj,туповатый,negative,opinion,
2387,тупоголовый,Adj,тупоголовый,negative,opinion,
2388,тупой,Adj,тупой,negative,opinion,ТУПОЙ (ГЛУПЫЙ)
2389,тупорылый,Adj,тупорылый,negative,opinion,
